customer_id,fname,lname,segment,country,city,state,street,zipcode
3464,Zachary,Smith,Home Office,Puerto Rico,Caguas,PR,1510 Silent Inlet,725.0
8951,Mary,Baker,Home Office,Puerto Rico,Caguas,PR,7121 Lost Plaza,725.0
6629,Mary,Dean,Home Office,Puerto Rico,Caguas,PR,9847 Cozy Beacon Gardens,725.0
20644,Ila,Morse,Home Office,Puerto Rico,Caguas,PR,7538 High Heights,725.0
20460,Zoe,Mccall,Home Office,Puerto Rico,Caguas,PR,7798 Cinder Dale,725.0
15423,Deanna,Colon,Home Office,Puerto Rico,Caguas,PR,7668 Rustic Route,725.0
9135,Mary,Johnson,Home Office,Puerto Rico,Caguas,PR,40 High Willow Front,725.0
17201,Illiana,Langley,Home Office,Puerto Rico,Caguas,PR,8839 Quiet Leaf Range,725.0
15420,Leigh,Graves,Home Office,Puerto Rico,Caguas,PR,9767 Amber Valley,725.0
1639,Walter,Bowman,Home Office,Puerto Rico,Caguas,PR,9772 Honey Dale Landing,725.0
17595,Stella,Blanchard,Home Office,Puerto Rico,Caguas,PR,2887 Gentle Island Highway,725.0
129,Crystal,Smith,Home Office,Puerto Rico,Caguas,PR,3688 Thunder Prairie Heights,725.0
12242,Thomas,Smith,Home Office,Puerto Rico,Caguas,PR,4079 Rocky Inlet,725.0
10289,Virginia,Ford,Home Office,Puerto Rico,Caguas,PR,2223 Rocky Port,725.0
5491,Sharon,Smith,Home Office,Puerto Rico,Caguas,PR,5143 Old Walk,725.0
872,Keith,Barnes,Home Office,Puerto Rico,Caguas,PR,4592 Grand Timber Ramp,725.0
5764,William,Weiss,Home Office,Puerto Rico,Caguas,PR,6412 Noble River Private,725.0
8662,Paul,Smith,Home Office,Puerto Rico,Caguas,PR,2515 Burning Boulevard,725.0
348,Mary,Smith,Home Office,Puerto Rico,Caguas,PR,20 Bright Barn Woods,725.0
352,Gregory,Smith,Home Office,Puerto Rico,Caguas,PR,6716 Wishing Pioneer Thicket,725.0
15022,Xaviera,Chase,Home Office,Puerto Rico,Caguas,PR,1407 Cinder Downs,725.0
13073,Marah,Goodman,Home Office,Puerto Rico,Caguas,PR,9879 Lazy Horse Mall,725.0
14289,Quail,Callahan,Home Office,Puerto Rico,Caguas,PR,4090 Colonial End,725.0
9974,Olivia,Smith,Home Office,Puerto Rico,Caguas,PR,445 Hazy Lake Hill,725.0
9457,Timothy,Smith,Home Office,Puerto Rico,Caguas,PR,3996 Indian Lookout,725.0
9945,Mary,Cameron,Home Office,Puerto Rico,Caguas,PR,9673 Cotton Bluff Bank,725.0
13670,Rose,Ryan,Home Office,Puerto Rico,Caguas,PR,2743 Velvet Timber Carrefour,725.0
1288,Evelyn,Thompson,Home Office,Puerto Rico,Caguas,PR,7894 Old Circle,725.0
13075,Winifred,Thornton,Home Office,Puerto Rico,Caguas,PR,7573 Golden Treasure Centre,725.0
13337,Meredith,Bird,Home Office,Puerto Rico,Caguas,PR,4645 Colonial Hickory Grounds,725.0
2965,Mary,Romero,Home Office,Puerto Rico,Caguas,PR,799 Hidden Horse Trace,725.0
7796,Jason,Collins,Home Office,Puerto Rico,Caguas,PR,1777 Wishing Promenade,725.0
2361,Mary,Richards,Home Office,Puerto Rico,Caguas,PR,2805 Dewy Impasse,725.0
14905,Christine,Mooney,Home Office,Puerto Rico,Caguas,PR,7497 Sunny Shadow Walk,725.0
11137,Mary,Price,Home Office,Puerto Rico,Caguas,PR,1540 Umber Swale,725.0
13706,Lilah,Velazquez,Home Office,Puerto Rico,Caguas,PR,902 Little Falls,725.0
9116,Mary,Smith,Home Office,Puerto Rico,Caguas,PR,7419 Cinder Cloud Quay,725.0
12077,Thomas,Garcia,Home Office,Puerto Rico,Caguas,PR,1681 High Berry Path,725.0
10638,Laura,Young,Home Office,Puerto Rico,Caguas,PR,7628 Dusty Brook Place,725.0
1923,Kathryn,Myers,Home Office,Puerto Rico,Caguas,PR,1538 Sunny Lagoon Mews,725.0
2258,Dorothy,Parrish,Home Office,Puerto Rico,Caguas,PR,6801 Burning Hickory Promenade,725.0
11142,Sharon,Gonzales,Home Office,Puerto Rico,Caguas,PR,2863 Rocky Beacon Terrace,725.0
8818,Ruth,Miller,Home Office,Puerto Rico,Caguas,PR,4839 Velvet Place,725.0
8784,Jonathan,Smith,Home Office,Puerto Rico,Caguas,PR,9533 Easy Port,725.0
2580,Carolyn,Rowland,Home Office,Puerto Rico,Caguas,PR,5516 Lazy Oak Path,725.0
12266,Cynthia,Moody,Home Office,Puerto Rico,Caguas,PR,2563 Pleasant Quail Highway,725.0
10346,Shawn,Smith,Home Office,Puerto Rico,Caguas,PR,4896 Silver By-pass,725.0
4985,Deborah,Miller,Home Office,Puerto Rico,Caguas,PR,9140 Gentle Moor,725.0
861,Mary,Gentry,Home Office,Puerto Rico,Caguas,PR,7112 Cozy Highway,725.0
7346,Mary,Hughes,Home Office,Puerto Rico,Caguas,PR,1043 Thunder Spring Mountain,725.0
7591,Frances,Stanley,Home Office,Puerto Rico,Caguas,PR,7475 Green Butterfly Way,725.0
4633,Mary,Smith,Home Office,Puerto Rico,Caguas,PR,9768 Indian Lake Pathway,725.0
19906,Ocean,Ortiz,Home Office,Puerto Rico,Caguas,PR,1133 Burning Rise Way,725.0
18175,Xerxes,Morgan,Home Office,Puerto Rico,Caguas,PR,4436 Merry By-pass,725.0
16462,Ocean,Levine,Home Office,Puerto Rico,Caguas,PR,4379 Heather Parkway,725.0
15696,Jolene,Craft,Home Office,Puerto Rico,Caguas,PR,2749 Harvest Dale,725.0
5354,William,King,Home Office,Puerto Rico,Caguas,PR,6229 Heather Butterfly Pathway,725.0
3516,Elizabeth,Smith,Home Office,Puerto Rico,Caguas,PR,1777 Wishing Promenade,725.0
15209,Kylynn,Cote,Home Office,Puerto Rico,Caguas,PR,2544 Honey Rise Loop,725.0
19820,Brenna,Fischer,Home Office,Puerto Rico,Caguas,PR,2486 Broad Walk,725.0
16599,Josephine,Little,Home Office,Puerto Rico,Caguas,PR,4543 Red Private,725.0
15775,Destiny,Mccoy,Home Office,Puerto Rico,Caguas,PR,4221 Broad Limits,725.0
7833,Patrick,Herrera,Home Office,Puerto Rico,Caguas,PR,4560 Thunder Rise,725.0
20667,Illana,Mccormick,Home Office,Puerto Rico,Caguas,PR,961 Lazy Alley,725.0
15952,Kimberly,Lopez,Home Office,Puerto Rico,Caguas,PR,1777 Wishing Promenade,725.0
18651,Emma,Benton,Home Office,Puerto Rico,Caguas,PR,4922 Heather Gate Stead,725.0
5376,Mary,Smith,Home Office,Puerto Rico,Caguas,PR,4733 Noble Treasure Run,725.0
10123,Andrea,Harrison,Home Office,Puerto Rico,Caguas,PR,6395 Jagged Quail Grounds,725.0
8856,Donald,Smith,Home Office,Puerto Rico,Caguas,PR,3151 Golden Manor,725.0
10168,Mary,Mcconnell,Home Office,Puerto Rico,Caguas,PR,6115 Sunny Elk Grove,725.0
19861,Iona,Hobbs,Home Office,Puerto Rico,Caguas,PR,4651 Dewy Village,725.0
16306,Melanie,Kennedy,Home Office,Puerto Rico,Caguas,PR,4948 Middle Orchard,725.0
19818,Mariko,Campbell,Home Office,Puerto Rico,Caguas,PR,8460 Dewy Nook,725.0
17628,Sydnee,Beck,Home Office,Puerto Rico,Caguas,PR,7762 Rocky Carrefour,725.0
24,Mary,Smith,Home Office,Puerto Rico,Caguas,PR,9417 Emerald Towers,725.0
5344,Jacqueline,Smith,Home Office,Puerto Rico,Caguas,PR,1635 Round Expressway,725.0
3743,Mary,Buchanan,Home Office,Puerto Rico,Caguas,PR,5784 Blue Wagon  Cove,725.0
4962,Arthur,Smith,Home Office,Puerto Rico,Caguas,PR,8164 Silver Plaza,725.0
10406,Michael,Smith,Home Office,Puerto Rico,Caguas,PR,8081 Cozy Edge,725.0
3165,Nancy,Haynes,Home Office,Puerto Rico,Caguas,PR,9138 Indian Nook,725.0
2283,Doris,Reeves,Home Office,Puerto Rico,Caguas,PR,1223 Heather Horse Turnabout,725.0
1687,Jerry,Ellis,Home Office,Puerto Rico,Caguas,PR,9885 Lazy Shadow Concession,725.0
11662,Mary,Smith,Home Office,Puerto Rico,Caguas,PR,9741 Honey Goose Landing,725.0
5009,Aaron,Smith,Home Office,Puerto Rico,Caguas,PR,7380 Hazy Timber Expressway,725.0
10626,Emma,Anderson,Home Office,Puerto Rico,Caguas,PR,3930 Cozy Byway,725.0
4188,Mary,Smith,Home Office,Puerto Rico,Caguas,PR,5041 Sleepy Lane,725.0
3501,Rachel,Davila,Home Office,Puerto Rico,Caguas,PR,9627 Sleepy Bend,725.0
10185,Austin,Buck,Home Office,Puerto Rico,Caguas,PR,2104 Fallen Limits,725.0
10504,Mary,Hill,Home Office,Puerto Rico,Caguas,PR,5985 Dusty Oak Byway,725.0
1684,Anna,Smith,Home Office,Puerto Rico,Caguas,PR,9757 Harvest Mountain Private,725.0
9694,Kimberly,Smith,Home Office,Puerto Rico,Caguas,PR,6630 Sleepy Mews,725.0
1349,John,Wood,Home Office,Puerto Rico,Caguas,PR,6077 Pleasant Cloud Maze,725.0
5315,Tammy,Thomas,Home Office,Puerto Rico,Caguas,PR,5802 Rocky Bluff Gardens,725.0
3568,Madison,Smith,Home Office,Puerto Rico,Caguas,PR,3926 Stony Gardens,725.0
1890,Margaret,Smith,Home Office,Puerto Rico,Caguas,PR,5509 Red Quail Wood,725.0
8946,Ryan,Smith,Home Office,Puerto Rico,Caguas,PR,6281 Wishing Sky Byway,725.0
6822,Diana,Smith,Home Office,Puerto Rico,Caguas,PR,8341 Stony Avenue,725.0
6358,Mary,Ortega,Home Office,Puerto Rico,Caguas,PR,3323 Old Willow Mall ,725.0
10300,Daniel,Glover,Home Office,Puerto Rico,Caguas,PR,2704 Misty Dale Row,725.0
8129,Jesse,Joyce,Home Office,Puerto Rico,Caguas,PR,8063 Golden Street,725.0
9296,Christian,Wilson,Home Office,Puerto Rico,Caguas,PR,4423 Round Mount,725.0
5681,Heather,Green,Home Office,Puerto Rico,Caguas,PR,8528 Silent Crossing,725.0
8462,Helen,Smith,Home Office,Puerto Rico,Caguas,PR,1577 Green Vista,725.0
13748,Renee,Lynn,Home Office,Puerto Rico,Caguas,PR,3460 Misty Elk Diversion,725.0
9772,Terry,Washington,Home Office,Puerto Rico,Caguas,PR,6676 Grand Vista,725.0
3782,Mary,Serrano,Home Office,Puerto Rico,Caguas,PR,9916 Wishing Manor,725.0
14292,Daria,Wong,Home Office,Puerto Rico,Caguas,PR,2211 Lazy Wharf,725.0
14395,Kylynn,Durham,Home Office,Puerto Rico,Caguas,PR,7494 Middle Hollow,725.0
14080,Shay,Cline,Home Office,Puerto Rico,Caguas,PR,6058 Stony Walk,725.0
13168,Maite,Mejia,Home Office,Puerto Rico,Caguas,PR,5193 Amber Cider Path,725.0
13150,Mary,Barry,Home Office,Puerto Rico,Caguas,PR,8252 Indian Pond Estates,725.0
12026,George,Smith,Home Office,Puerto Rico,Caguas,PR,3139 Gentle Rabbit Parade,725.0
6806,Catherine,Guerra,Home Office,Puerto Rico,Caguas,PR,67 Cotton Mountain Terrace,725.0
2077,Ann,Smith,Home Office,Puerto Rico,Caguas,PR,3065 Foggy Horse Port,725.0
1704,Tammy,Sandoval,Home Office,Puerto Rico,Caguas,PR,1338 Silent Fawn Bay,725.0
11479,Debra,Johnson,Home Office,Puerto Rico,Caguas,PR,186 Easy Berry Boulevard,725.0
13906,Anjolie,Barnes,Home Office,Puerto Rico,Caguas,PR,4491 High Dell,725.0
14833,Signe,Frye,Home Office,Puerto Rico,Caguas,PR,7236 Cinder Bay,725.0
10024,Mary,Shelton,Home Office,Puerto Rico,Caguas,PR,9117 Harvest Street,725.0
3607,Marie,Smith,Home Office,Puerto Rico,Caguas,PR,753 Emerald Pine Glen,725.0
11666,Johnny,Smith,Home Office,Puerto Rico,Caguas,PR,4321 Stony Thicket,725.0
14719,Brianna,William,Home Office,Puerto Rico,Caguas,PR,1223 Heather Horse Turnabout,725.0
11798,Ralph,Mitchell,Home Office,Puerto Rico,Caguas,PR,245 Green Range,725.0
1895,George,Myers,Home Office,Puerto Rico,Caguas,PR,541 Lost Willow Landing,725.0
1412,Johnny,Frazier,Home Office,Puerto Rico,Caguas,PR,6267 Hazy Spring Grove,725.0
2201,Benjamin,Ortiz,Home Office,Puerto Rico,Caguas,PR,772 Emerald Embers Square,725.0
858,Robert,Smith,Home Office,Puerto Rico,Caguas,PR,8893 Indian Swale,725.0
6173,Amanda,Lewis,Home Office,Puerto Rico,Caguas,PR,3927 Indian Village,725.0
15012,Camilla,King,Home Office,Puerto Rico,Caguas,PR,1792 High By-pass,725.0
15076,Melodie,Levine,Home Office,Puerto Rico,Caguas,PR,3709 Middle Forest Downs,725.0
14364,Phyllis,Conley,Home Office,Puerto Rico,Caguas,PR,1865 Bright Dale Walk,725.0
14256,Olympia,Norman,Home Office,Puerto Rico,Caguas,PR,8370 Golden Goose Place,725.0
14398,Rylee,Hardin,Home Office,Puerto Rico,Caguas,PR,1794 High Diversion,725.0
14245,Violet,Key,Home Office,Puerto Rico,Caguas,PR,2616 Tawny Elk Park,725.0
13494,Reagan,Kelley,Home Office,Puerto Rico,Caguas,PR,7358 Gentle Manor,725.0
12365,Mary,Pearson,Home Office,Puerto Rico,Caguas,PR,8732 Broad Wagon  Road,725.0
12780,Melinda,Grimes,Home Office,Puerto Rico,Caguas,PR,7274 Middle Wynd ,725.0
2032,Douglas,Smith,Home Office,Puerto Rico,Caguas,PR,4979 Stony Chase,725.0
3780,Mary,Smith,Home Office,Puerto Rico,Caguas,PR,1112 Quaking Panda Way,725.0
14746,Frances,Anderson,Home Office,Puerto Rico,Bayamon,PR,6296 Rocky Nectar Square,957.0
12790,Fatima,Todd,Home Office,Puerto Rico,Caguas,PR,1133 Burning Rise Way,725.0
2848,Mary,Smith,Home Office,Puerto Rico,Caguas,PR,1396 Silver Berry Impasse,725.0
12788,Dacey,Mccullough,Home Office,Puerto Rico,Caguas,PR,6716 Wishing Pioneer Thicket,725.0
3217,Mary,Smith,Home Office,Puerto Rico,Caguas,PR,1100 Amber Turnabout,725.0
7428,Mary,Gomez,Home Office,Puerto Rico,Caguas,PR,9394 Old Subdivision,725.0
5748,Shawn,Mann,Home Office,Puerto Rico,Caguas,PR,8977 Round Hickory Ledge,725.0
2604,Betty,Garrett,Home Office,Puerto Rico,Caguas,PR,5050 Bright Dale Field,725.0
10384,Mary,Wiley,Home Office,Puerto Rico,Caguas,PR,8298 Round Brook Circuit,725.0
7400,Benjamin,Smith,Home Office,Puerto Rico,Caguas,PR,3339 Bright Dale Crescent,725.0
765,Diane,Miller,Home Office,Puerto Rico,Caguas,PR,4940 Velvet Timber Cape,725.0
1110,Kimberly,Buchanan,Consumer,Puerto Rico,Caguas,PR,2586 High Log Autoroute,725.0
8436,Mary,King,Consumer,Puerto Rico,Caguas,PR,603 Green Sky Promenade,725.0
8724,Michael,House,Consumer,Puerto Rico,Caguas,PR,8478 Foggy Log Nook,725.0
11717,Larry,Snyder,Consumer,Puerto Rico,Caguas,PR,4542 Merry Bay,725.0
2950,Mary,Hayes,Consumer,Puerto Rico,Caguas,PR,6036 Quaking Gate Bend,725.0
3284,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,7601 Pleasant Brook Gate,725.0
2128,Mary,Weiss,Consumer,Puerto Rico,Caguas,PR,6950 Velvet Inlet,725.0
9344,Kelly,Smith,Consumer,Puerto Rico,Caguas,PR,8355 Lazy Anchor Pines,725.0
5771,Mary,Mcmahon,Consumer,Puerto Rico,Caguas,PR,3052 Broad Rabbit Pointe,725.0
11269,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,5761 Hidden Spring Cove,725.0
12088,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,3761 Foggy Autumn Crossing,725.0
7001,Mary,Weeks,Consumer,Puerto Rico,Caguas,PR,3915 Stony Pines,725.0
1486,Mary,Valentine,Consumer,Puerto Rico,Caguas,PR,3236 Grand Carrefour,725.0
7572,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,6015 Dewy Beach,725.0
12099,Mary,Bruce,Consumer,Puerto Rico,Caguas,PR,3180 Pleasant Bear Heights,725.0
7487,Angela,Smith,Consumer,Puerto Rico,Caguas,PR,8478 Foggy Log Nook,725.0
3431,Mary,Berger,Consumer,Puerto Rico,Caguas,PR,6195 Broad Deer Townline,725.0
10622,Mary,Hoover,Consumer,Puerto Rico,Caguas,PR,5430 Iron Mountain Lane,725.0
1931,John,Smith,Consumer,Puerto Rico,Caguas,PR,4388 Burning Goose Ridge,725.0
2262,Jose,Walsh,Consumer,Puerto Rico,Caguas,PR,7859 Silver Treasure Wynd,725.0
1544,Brittany,Marquez,Consumer,Puerto Rico,Caguas,PR,5016 Quiet Court,725.0
660,Shirley,Baker,Consumer,Puerto Rico,Caguas,PR,7312 Wishing Forest Highway,725.0
5937,William,Costa,Consumer,Puerto Rico,San Sebastian,PR,3930 Sunny Walk,685.0
7124,Roger,Baker,Consumer,Puerto Rico,Caguas,PR,8830 Honey Fawn Bend,725.0
11866,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,7446 Silent Vista,725.0
5399,Jean,Smith,Consumer,Puerto Rico,Caguas,PR,9437 Gentle Edge,725.0
3747,Mary,Lloyd,Consumer,Puerto Rico,Caguas,PR,6035 Foggy Link,725.0
7747,Mary,Haynes,Consumer,Puerto Rico,Caguas,PR,190 Heather View,725.0
11182,Sharon,Barker,Consumer,Puerto Rico,Caguas,PR,2351 Hidden Pike,725.0
10136,Cynthia,Becker,Consumer,Puerto Rico,Caguas,PR,1082 High Via,725.0
8791,Beverly,Ali,Consumer,Puerto Rico,Caguas,PR,4179 Burning Valley,725.0
8584,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,9069 Honey Forest Glade,725.0
8242,Mary,Harris,Consumer,Puerto Rico,Caguas,PR,5104 Bright Lake Hollow,725.0
1302,Alice,Edwards,Consumer,Puerto Rico,Caguas,PR,1286 Sunny Link,725.0
2929,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,4715 Harvest Spring Vista,725.0
8711,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,5408 Stony Valley,725.0
1044,Linda,Pope,Consumer,Puerto Rico,Caguas,PR,5105 Thunder Diversion,725.0
10401,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,5284 Quiet Field,725.0
7024,Jerry,Smith,Consumer,Puerto Rico,Caguas,PR,5149 Rocky Pine Moor,725.0
8493,Mark,Pena,Consumer,Puerto Rico,Caguas,PR,6451 Bright Oak Townline,725.0
2793,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,4174 Pleasant Mountain Acres,725.0
3288,Stephanie,Smith,Consumer,Puerto Rico,Caguas,PR,8434 Pleasant Forest,725.0
11123,Samantha,Miller,Consumer,Puerto Rico,Caguas,PR,2720 Stony Field,725.0
8057,Lisa,Smith,Consumer,Puerto Rico,Caguas,PR,1027 Blue Port,725.0
2004,Jeffrey,Mclaughlin,Consumer,Puerto Rico,Guaynabo,PR,1077 Grand Lake Stead,969.0
11305,Mary,Hartman,Consumer,Puerto Rico,Caguas,PR,5193 Foggy Apple Jetty,725.0
12425,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,1050 Grand Forest Towers,725.0
8743,Douglas,Smith,Consumer,Puerto Rico,Caguas,PR,1655 Sleepy Pine Common,725.0
3556,Mary,Lane,Consumer,Puerto Rico,Caguas,PR,1802 Broad Carrefour,725.0
7754,Kevin,Horn,Consumer,Puerto Rico,Caguas,PR,4174 Dewy Pioneer Court,725.0
10923,Thomas,Reese,Consumer,Puerto Rico,Caguas,PR,6150 Bright Treasure Path,725.0
1871,Mary,Mcknight,Consumer,Puerto Rico,Caguas,PR,6646 Iron Fox Mews,725.0
11839,Mary,Maxwell,Consumer,Puerto Rico,Caguas,PR,5319 Fallen Wagon  Pike,725.0
10946,Susan,Vincent,Consumer,Puerto Rico,Caguas,PR,1044 Merry Green,725.0
6584,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,153 Velvet Diversion,725.0
2365,Sara,Smith,Consumer,Puerto Rico,Caguas,PR,7940 Noble Field,725.0
11302,Joyce,Atkins,Consumer,Puerto Rico,Caguas,PR,4877 Little Moor,725.0
152,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,8333 Red Passage,725.0
879,Joseph,Thomas,Consumer,Puerto Rico,Caguas,PR,4647 Umber View Farms,725.0
6444,John,Smith,Consumer,Puerto Rico,Caguas,PR,6157 Quaking Extension,725.0
3857,Robert,Everett,Consumer,Puerto Rico,Caguas,PR,1855 Silver Manor,725.0
1972,Marilyn,Smith,Consumer,Puerto Rico,Caguas,PR,1255 Blue Bear Row,725.0
10829,Anthony,Smith,Consumer,Puerto Rico,Caguas,PR,1156 Shady Hills Highway,725.0
9384,Mary,Anderson,Consumer,Puerto Rico,Caguas,PR,1969 High Embers Corner,725.0
6181,David,Lucas,Consumer,Puerto Rico,Caguas,PR,6986 Hazy View Dell,725.0
749,Jesse,Matthews,Consumer,Puerto Rico,Caguas,PR,529 Cotton Branch Grove,725.0
8378,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,7463 Clear Branch Thicket,725.0
4914,Mary,Curtis,Consumer,Puerto Rico,Caguas,PR,8665 Hidden Sky Concession,725.0
5587,Brandon,Williams,Consumer,Puerto Rico,Bayamon,PR,8623 Shady Subdivision,957.0
1621,Grace,Jefferson,Consumer,Puerto Rico,Caguas,PR,1078 Indian Hickory Road,725.0
12258,Kevin,Smith,Consumer,Puerto Rico,Caguas,PR,6051 Velvet Abbey,725.0
4230,Douglas,Allison,Consumer,Puerto Rico,Caguas,PR,4210 Dewy Round,725.0
8981,Mary,Bennett,Consumer,Puerto Rico,Caguas,PR,5735 Round Beacon Terrace,725.0
12388,Donna,Smith,Consumer,Puerto Rico,Caguas,PR,5292 Heather Zephyr Forest,725.0
85,Mary,Perez,Consumer,Puerto Rico,Caguas,PR,5104 Iron Log Limits,725.0
681,Mary,Sutton,Consumer,Puerto Rico,Caguas,PR,4075 Silver Hills Heights,725.0
2119,Angela,Hale,Consumer,Puerto Rico,Caguas,PR,6449 Merry Lagoon Drive,725.0
6996,Justin,Spence,Consumer,Puerto Rico,Caguas,PR,6734 Iron Panda Lookout,725.0
3936,Mary,Fernandez,Consumer,Puerto Rico,Caguas,PR,4709 Burning Arbor,725.0
12305,Stephanie,Leblanc,Consumer,Puerto Rico,Caguas,PR,164 Dewy Nook,725.0
6440,Jessica,Smith,Consumer,Puerto Rico,Caguas,PR,6829 Cozy River Landing,725.0
9482,Mary,Clayton,Consumer,Puerto Rico,Caguas,PR,7250 Lazy Cider Cove,725.0
11010,Brittany,Mclaughlin,Consumer,Puerto Rico,Caguas,PR,5271 High Timber Canyon,725.0
7838,Margaret,Williams,Consumer,Puerto Rico,Caguas,PR,6336 Thunder Dale,725.0
4128,Mary,Simmons,Consumer,Puerto Rico,Caguas,PR,9216 Crystal Lagoon Park,725.0
7343,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,4492 Lazy Green,725.0
4509,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,2954 Red Pioneer Port,725.0
5782,Mary,Hardin,Consumer,Puerto Rico,Caguas,PR,5926 Emerald Elk Diversion,725.0
8861,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,4877 Noble View,725.0
5250,Donald,Smith,Consumer,Puerto Rico,Caguas,PR,3621 Shady Glade,725.0
5251,Stephen,Potts,Consumer,Puerto Rico,Bayamon,PR,1112 Quaking Panda Way,957.0
3672,James,Park,Consumer,Puerto Rico,Caguas,PR,1780 Grand View Route,725.0
9035,Christian,Smith,Consumer,Puerto Rico,Caguas,PR,3327 Pleasant Place,725.0
6078,Roger,Clark,Consumer,Puerto Rico,Caguas,PR,7922 Iron Oak Gardens,725.0
5718,Philip,Nixon,Consumer,Puerto Rico,Caguas,PR,9456 Dewy Gate,725.0
1154,Sarah,Smith,Consumer,Puerto Rico,Caguas,PR,7106 Rustic Brook Byway,725.0
4297,Mary,Torres,Consumer,Puerto Rico,Caguas,PR,3488 Grand River Townline,725.0
11755,Mary,Jackson,Consumer,Puerto Rico,Caguas,PR,2075 Honey Panda Dell,725.0
3859,Mary,Robinson,Consumer,Puerto Rico,Caguas,PR,8460 Harvest Estates,725.0
5286,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,1736 Clear Gate,725.0
11278,Brandon,Smith,Consumer,Puerto Rico,Caguas,PR,3240 Indian Treasure Beach,725.0
6928,Heather,Smith,Consumer,Puerto Rico,Caguas,PR,9394 Merry Towers,725.0
8277,Mary,Sanford,Consumer,Puerto Rico,Caguas,PR,1761 Easy Lagoon Mountain,725.0
12217,Mary,Odonnell,Consumer,Puerto Rico,Caguas,PR,1548 Cozy Pine Way,725.0
1193,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,9359 Burning Hill,725.0
7257,Jacqueline,Smith,Consumer,Puerto Rico,Aguadilla,PR,2514 Green Quail Falls,603.0
4664,Mary,Cole,Consumer,Puerto Rico,Caguas,PR,2991 Silver Circuit,725.0
1538,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,6292 Grand Rabbit Farms,725.0
10426,Patrick,Flynn,Consumer,Puerto Rico,Caguas,PR,6900 Misty Meadow,725.0
7062,Jack,Hines,Consumer,Puerto Rico,Caguas,PR,3567 Misty Circle,725.0
2940,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,8668 Emerald Elk Mount,725.0
9140,Jessica,Smith,Consumer,Puerto Rico,Caguas,PR,3133 Rocky Campus,725.0
5753,Mary,Arellano,Consumer,Puerto Rico,Caguas,PR,65 Middle Farms,725.0
8093,Patricia,Cook,Consumer,Puerto Rico,Caguas,PR,5198 Rustic Route,725.0
3167,Janice,Ward,Consumer,Puerto Rico,Caguas,PR,657 Gentle Mountain Mall ,725.0
13275,Aphrodite,Little,Consumer,Puerto Rico,Caguas,PR,7796 Thunder Forest Villas,725.0
14113,Rinah,Landry,Consumer,Puerto Rico,Caguas,PR,3570 Emerald Oak Pike,725.0
14184,Kirby,Albert,Consumer,Puerto Rico,Caguas,PR,1655 Foggy Rise Swale,725.0
14309,Whitney,Durham,Consumer,Puerto Rico,Caguas,PR,4288 Hazy Alley,725.0
13165,Myra,Wong,Consumer,Puerto Rico,Caguas,PR,3765 Fallen Branch Round,725.0
14628,Kirsten,Cook,Consumer,Puerto Rico,Caguas,PR,7509 Noble Gate,725.0
14466,Tatyana,Mendoza,Consumer,Puerto Rico,Caguas,PR,8861 Hidden Bear Hill,725.0
13056,Alyssa,Cole,Consumer,Puerto Rico,Caguas,PR,6439 Quiet Lagoon Parkway,725.0
14663,Cally,Moody,Consumer,Puerto Rico,Caguas,PR,1836 Cozy View Orchard,725.0
14109,Alea,Reid,Consumer,Puerto Rico,Caguas,PR,5010 Emerald Hollow,725.0
13378,Shelley,Herrera,Consumer,Puerto Rico,Caguas,PR,6828 Tawny Ridge ,725.0
13306,Chelsea,Mercado,Consumer,Puerto Rico,Caguas,PR,8182 Broad Port ,725.0
14234,Brynne,Smith,Consumer,Puerto Rico,Caguas,PR,8874 Harvest Hills Grove,725.0
14162,Darryl,Mcguire,Consumer,Puerto Rico,Caguas,PR,5078 High Rabbit Mount,725.0
14516,Simone,Brewer,Consumer,Puerto Rico,Caguas,PR,1682 Cozy Trail,725.0
13233,Winter,Norman,Consumer,Puerto Rico,Caguas,PR,8255 Hidden Terrace ,725.0
14107,Iola,Baker,Consumer,Puerto Rico,Caguas,PR,8961 Red Deer Wood,725.0
14678,Zia,Mccarthy,Consumer,Puerto Rico,Caguas,PR,7258 Grand Pond Acres,725.0
13430,Remedios,Nguyen,Consumer,Puerto Rico,Caguas,PR,1945 Iron Panda Circle,725.0
